File_Name,Sweep,Segment_Type,Burst_Type,Duration,Num_Peaks,Mean_ISI,Mean,Std,Min,Max,Skewness,Kurtosis,Area,Mean_Deriv,Std_Deriv,Min_Deriv,Max_Deriv,Skewness_Deriv,Kurtosis_Deriv,UMAP1,UMAP2
cell89basal.abf,8,Burst,Parabolic,0.9309000000000001,19,0.04843888888888889,-47.399536,9.455535,-60.356,43.469,5.585704,41.500595,-44.13305,-5.7782454,25458.781,-160740.02,409050.0,5.516306,102.42463,6.9276357,-2.2640414
cell89basal.abf,8,Burst,Parabolic,3.6594999999999995,72,0.04753802816901408,-48.12174,9.033225,-61.169,43.343,5.6723723,43.60058,-176.10464,-6.469102,23891.014,-181380.02,402790.0,5.735525,111.68371,7.4494243,-5.7361913
cell89basal.abf,8,Burst,Parabolic,2.413599999999999,55,0.04289444444444445,-47.073357,9.48613,-60.043,40.404,5.495288,39.68002,-113.619545,-6.1806507,25947.309,-173560.98,459700.03,5.332305,95.910904,7.3054914,-4.4673967
cell89basal.abf,9,Burst,Parabolic,4.6282,94,0.0473989247311828,-47.959106,9.082437,-60.168,42.812,5.718391,43.406174,-221.97324,-0.6892393,23892.066,-176060.02,409980.03,5.737812,109.28513,7.479606,-5.8121305
cell89basal.abf,9,Burst,Parabolic,4.4533999999999985,81,0.05238,-48.313183,8.780107,-59.511,41.967,5.742392,45.057262,-215.16116,-4.283562,22048.135,-171689.98,422810.03,5.9184337,119.21068,7.4741583,-5.7807913
cell89basal.abf,10,Burst,Parabolic,5.1242,76,0.06489066666666667,-48.857,8.088721,-60.262,37.402,6.150635,52.25276,-250.36165,-7.3182155e-06,20172.227,-158865.02,410600.0,6.483535,142.91017,7.4469347,-5.736141
cell89basal.abf,10,Burst,Parabolic,2.626999999999999,38,0.0663891891891892,-48.403397,7.9121256,-60.043,39.059,6.263101,54.82674,-127.159225,-2.9997334,20516.404,-168250.02,426870.0,6.5367527,147.99062,7.2552977,-3.964364
cell89basal.abf,11,Burst,Parabolic,3.9394,71,0.05331285714285714,-47.874104,8.647119,-60.449,40.122,5.8080535,46.112892,-188.60391,-0.5556525,22633.5,-169807.0,408730.03,5.78996,117.1265,7.3460317,-5.5891385
cell89basal.abf,11,Burst,Parabolic,3.0218999999999987,48,0.06020638297872341,-48.248165,8.157554,-60.043,41.279,6.1164346,51.755016,-145.80983,-1.5003681,21502.965,-163240.0,403100.0,6.2784157,135.2057,7.2883334,-4.370913
cell89basal.abf,14,Burst,Parabolic,1.7569,12,0.14362727272727274,-50.219696,6.0350776,-60.762,45.251,8.334504,107.45093,-88.24027,-1.3347337,16984.27,-202643.02,449700.0,9.2061405,310.69943,7.422708,-2.2968445
cell89basal.abf,16,Burst,Square Wave,0.12880000000000003,9,0.0087625,-41.074272,14.455506,-58.448,39.184,3.4526281,12.776906,-5.298159,-36.172215,42317.777,-153550.0,344932.0,2.6902754,24.570477,3.096025,-3.7380865
cell89basal.abf,17,Burst,Parabolic,0.09179999999999922,5,0.013149999999999998,-42.35193,14.077836,-59.042,39.215,3.6279316,15.036737,-3.8906527,-256.44492,40775.832,-146985.0,379017.03,3.107251,31.739784,3.3975365,-3.7479672
cell89basal.abf,17,Burst,Square Wave,0.12570000000000014,7,0.012516666666666667,-42.29939,14.123284,-58.417,39.622,3.7280908,15.269749,-5.3249536,-43.2857,39797.953,-155740.0,352750.03,3.2036273,31.904083,3.3966277,-3.7107353
cell89basal.abf,17,Burst,Parabolic,0.1142000000000003,7,0.012366666666666665,-41.943676,14.612144,-59.23,39.497,3.5232327,13.680525,-4.7978272,-49.842327,41803.81,-155424.0,368701.03,2.9746723,27.612677,3.3325708,-3.803868
cell89basal.abf,17,Burst,Parabolic,0.16549999999999976,7,0.018533333333333336,-43.78317,12.546096,-59.23,39.184,4.3219876,21.429695,-7.2541876,-27.021149,36046.95,-149170.0,384337.0,3.8797438,45.370773,6.0847974,-2.1268091
cell89basal.abf,17,Burst,Parabolic,0.16720000000000113,7,0.01745,-43.95068,12.6344,-58.636,39.372,4.3513346,21.42067,-7.356655,-27.494019,35568.047,-147289.0,395909.0,3.9013586,45.70646,6.192951,-2.0520236
cell89basal.abf,17,Burst,Parabolic,0.1404999999999994,4,0.0226,-45.310707,11.607757,-59.292,38.121,4.870011,27.904114,-6.3743954,-14.469751,31562.914,-146040.02,369953.0,4.3865075,60.130867,6.261673,-1.9566005
cell89basal.abf,17,Burst,Parabolic,0.2149000000000001,4,0.03273333333333333,-46.869778,9.4344635,-59.042,38.496,5.941749,43.182423,-10.075827,-31.447859,25523.3,-147917.0,387460.03,5.578901,97.547066,6.6096253,-1.80268
cell89basal.abf,18,Burst,Parabolic,1.6095000000000002,6,0.2307,-52.34855,5.0632415,-59.949,40.498,10.172062,156.12984,-84.2642,0.38894066,12485.125,-154480.02,444690.03,14.934797,604.1326,9.237591,-0.9296945
cell89basal.abf,18,Burst,Parabolic,0.7683999999999997,2,0.2684,-52.52531,4.7866793,-59.949,41.217,10.345638,167.43626,-40.363388,-30.731485,11793.845,-154489.0,446260.0,16.584127,761.5231,9.504638,-0.9401843
cell89basal.abf,19,Non-burst,Non-burst,1.2925,4,0.26143333333333335,-52.43875,4.766503,-59.543,42.343,9.491025,156.21486,-67.7818,73.699036,11507.462,-152610.02,446260.0,17.770542,733.915,9.546205,-0.7798756
cell89basal.abf,21,Non-burst,Non-burst,0.9987999999999992,2,0.2648,-51.954376,4.5049195,-60.199,42.061,9.777756,170.74426,-51.896072,-1.6901972,10918.713,-160430.0,454700.03,18.548365,903.55994,9.588224,-0.79705065
cell89basal.abf,23,Burst,Parabolic,1.6021,18,0.08481176470588235,-49.311344,7.216122,-60.168,44.344,7.392304,76.29005,-79.01085,-2.8300083,20108.074,-175440.02,453758.03,7.856001,201.38731,7.244532,-2.5547028
cell89basal.abf,24,Burst,Parabolic,2.0411,13,0.13751666666666668,-50.92134,6.2790523,-59.98,43.187,7.2301254,88.29242,-103.94478,-1.7618165,15528.338,-169494.0,440630.0,10.532027,346.03394,7.5207753,-2.2582912
cell89basal.abf,24,Burst,Parabolic,1.6338,17,0.0935375,-50.35776,7.3321714,-59.887,41.342,6.899452,69.807396,-82.277664,-11.10239,19027.133,-165120.02,448760.0,8.258765,216.0388,7.2094584,-2.488506
cell89basal.abf,24,Burst,Parabolic,1.560599999999999,16,0.09313333333333333,-49.681602,7.105329,-60.199,44.938,7.721151,81.452675,-77.54233,-3.145565,19040.5,-172630.02,425925.0,8.557028,223.08853,7.331396,-2.4636486
cell89basal.abf,25,Burst,Other,5.2217,84,0.059303614457831326,-48.860016,8.370676,-60.481,43.343,6.397843,55.160984,-255.14142,-0.6227773,22517.174,-182322.02,445950.03,6.5754175,139.88908,7.452981,-5.760909
cell89basal.abf,26,Burst,Parabolic,0.1598999999999986,4,0.02376666666666667,-46.14897,10.311568,-59.167,40.904,5.406239,35.792446,-7.3830357,-34.443054,31140.139,-162300.0,432810.0,4.868136,75.31137,6.664539,-1.7536199
cell89basal.abf,26,Burst,Parabolic,0.06270000000000309,2,0.0195,-44.940456,12.45745,-59.449,38.59,4.3725753,22.880754,-2.825976,-45.885265,38312.523,-155740.02,352434.0,3.5267289,40.832615,6.064317,-2.1013973
cell91basal.abf,0,Burst,Other,0.046200000000000005,2,0.015,-48.49728,14.009297,-58.448,38.309,4.05154,17.715734,-2.2488341,-182.09984,40479.8,-243613.02,322729.0,2.104674,29.158958,3.189218,-3.71658
cell91basal.abf,1,Burst,Square Wave,1.94,42,0.043802439024390245,-50.266685,9.648413,-61.419,35.213,4.9693255,31.81131,-97.52562,-3.0309181,19777.217,-251113.02,369637.0,5.2922015,89.55781,6.9071255,-4.1884804
cell91basal.abf,1,Burst,Parabolic,1.4652999999999996,18,0.08082941176470587,-55.45257,8.535393,-67.798,38.027,4.579826,37.265965,-81.25792,-7.2993574,17323.074,-241739.02,372458.0,6.126013,162.96758,6.134605,-4.034402
cell91basal.abf,1,Burst,Square Wave,0.41159999999999997,7,0.06193333333333333,-54.40149,9.673848,-63.921,36.682,4.778676,33.597637,-22.400528,-11.243896,21709.125,-235800.0,400290.0,4.864274,117.4623,6.0033946,-4.011016
cell91basal.abf,1,Burst,Square Wave,0.6715999999999998,9,0.0733875,-52.32146,7.9614067,-59.073,40.717,6.328913,53.893154,-35.1425,-19.839176,18404.762,-247369.02,363379.97,5.324313,129.97926,6.025665,-4.0419617
cell91basal.abf,2,Burst,Parabolic,0.6039000000000003,11,0.054079999999999996,-53.173767,9.961565,-65.39,39.122,4.338549,29.711597,-32.120525,-11.341302,21559.781,-239550.03,358695.0,4.887925,105.92941,6.0687513,-4.0481114
cell91basal.abf,2,Burst,Square Wave,1.6774,13,0.11620833333333334,-54.83602,6.7723036,-63.358,36.026,6.586447,69.17008,-91.99093,-1.1744404,14295.232,-188570.02,377142.0,8.219799,249.32416,7.1817484,-2.2016644
cell91basal.abf,2,Burst,Square Wave,0.8394000000000004,12,0.060000000000000005,-53.026264,8.39751,-61.075,36.87,5.7712607,46.541058,-44.51905,-4.544891,18880.543,-227978.0,400290.0,6.048399,141.98418,6.0869727,-3.923546
cell91basal.abf,2,Burst,Square Wave,2.723499999999998,37,0.07375000000000001,-53.19181,8.498755,-63.295,37.652,5.194416,41.226448,-144.87094,-5.213357,17570.2,-250180.02,387150.0,6.7759056,164.03299,6.8808713,-4.1599436
cell91basal.abf,3,Burst,Other,0.7943999999999996,11,0.07028000000000001,-52.66832,8.107094,-59.543,40.717,6.1270757,51.78036,-41.842613,-29.449821,19108.898,-244861.0,356193.03,5.594786,142.10094,6.063176,-4.0583158
cell91basal.abf,4,Burst,Square Wave,1.6877999999999997,28,0.05814814814814815,-51.324314,8.579593,-61.2,37.37,5.619087,42.98668,-86.62714,-20.345322,18921.516,-247050.03,323356.03,5.4580503,116.57412,6.5795174,-4.1232734
cell91basal.abf,4,Burst,Square Wave,0.37029999999999985,5,0.06835000000000001,-52.651115,8.113449,-58.886,41.342,6.5343447,57.03351,-19.505745,-19.592257,20855.482,-259870.0,353069.0,4.8352747,131.94196,5.996033,-4.0180836
cell91basal.abf,4,Burst,Square Wave,0.4650999999999996,9,0.0471125,-50.566742,8.996029,-58.448,41.655,5.913057,44.06033,-23.52193,-35.57636,22714.188,-274573.0,394031.0,4.9282537,106.29726,5.960361,-3.968306
cell91basal.abf,5,Burst,Square Wave,1.4387000000000008,16,0.08368666666666667,-53.528816,7.4694576,-60.543,41.279,6.502649,61.064774,-77.02115,-3.3252199,17288.582,-252990.0,364323.0,6.5413036,178.04488,6.0208154,-3.9841602
cell91basal.abf,5,Burst,Square Wave,0.6417000000000002,13,0.049949999999999994,-50.77535,9.226473,-58.604,38.058,5.586317,39.898422,-32.591064,-4.4335456,22321.148,-260808.0,333985.0,4.4821224,93.63947,6.0070195,-4.008646
cell91basal.abf,5,Burst,Square Wave,1.0696999999999992,15,0.07072142857142857,-52.471115,8.012746,-59.105,42.03,6.241261,52.933624,-56.137344,-8.536973,18792.113,-264880.0,351187.97,5.4149604,137.47493,5.974261,-4.013892
cell91basal.abf,5,Burst,Square Wave,0.9970999999999997,10,0.09144444444444444,-53.03467,7.344895,-60.449,42.03,6.4363594,61.189217,-52.890015,-7.339284,16481.062,-250182.0,376510.03,6.647301,188.97366,6.013906,-4.063798
cell91basal.abf,5,Non-burst,Non-burst,2.897400000000001,3,0.08524999999999999,-66.668076,8.281724,-80.151,35.713,1.0515451,7.6217613,-193.16866,-38.456207,6109.2847,-190444.0,418424.0,18.3337,1623.9956,4.120087,7.5640454
cell91basal.abf,6,Burst,Other,0.27360000000000007,2,0.0887,-52.9272,7.1274133,-58.135,40.373,7.3304887,75.60897,-14.48998,-16.8019,17916.94,-234544.02,354623.0,5.7214804,192.61607,5.961148,-3.9845192
cell91basal.abf,7,Burst,Parabolic,2.4878,41,0.059942499999999996,-50.48299,8.784533,-60.793,41.655,5.2507734,38.735092,-125.59409,-13.274835,18351.988,-256118.0,359010.03,5.887641,122.238174,6.8916955,-4.184044
cell91basal.abf,7,Burst,Parabolic,4.8216,52,0.0903470588235294,-50.240673,8.119763,-63.639,35.713,4.7656636,38.329258,-242.24283,-3.9890165,14125.194,-216712.02,325230.0,7.842537,180.4321,7.110731,-4.335165
cell91basal.abf,7,Burst,Parabolic,0.7758000000000003,14,0.04085384615384616,-48.52862,9.913854,-62.169,34.618,4.4698205,27.75469,-37.6566,-4.1118684,17710.484,-159803.02,345246.03,6.235942,105.578674,6.776895,-1.8845537
cell91basal.abf,7,Burst,Parabolic,0.4781000000000013,3,0.06305000000000001,-51.29559,7.1447015,-59.167,37.683,6.003378,57.554104,-24.533152,-6.933722,13031.573,-132590.02,348063.03,9.710215,255.55832,7.108277,0.3934966
cell91basal.abf,7,Burst,Parabolic,0.38659999999999783,2,0.1331,-49.40157,7.188447,-59.636,38.027,5.2834735,51.827896,-19.102058,-20.227716,12816.037,-142920.02,306470.0,9.225675,243.36667,7.06721,0.37071615
cell91basal.abf,7,Burst,Parabolic,0.4606999999999992,5,0.059649999999999995,-49.563465,8.067476,-58.823,35.807,6.159396,50.61521,-22.842266,-6.924273,15534.945,-111013.01,314912.0,8.260314,167.99731,7.0288305,0.759588
cell91basal.abf,7,Non-burst,Non-burst,0.34820000000000206,0,0.0,-53.29738,5.4660053,-61.825,35.807,6.369649,85.44825,-18.566978,4.4916716,8003.0977,-82875.01,268630.0,18.433857,658.5666,9.459882,2.429937
cell91basal.abf,8,Non-burst,Non-burst,0.0057,0,0.0,-38.18083,12.656546,-43.656,30.991,4.2373056,17.969082,-0.22081555,13095.965,43268.6,-3439.9797,260190.02,4.26278,18.818947,7.09236,1.1095425
cell91basal.abf,8,Burst,Parabolic,1.214,9,0.12545,-48.655422,7.081548,-58.667,33.086,5.8719463,54.60286,-59.07566,0.23146108,11798.761,-103824.01,284580.0,9.645431,224.38896,6.9619417,0.850953
cell91basal.abf,8,Burst,Parabolic,0.24119999999999964,2,0.07529999999999999,-48.406013,7.9402833,-56.728,36.057,6.199175,52.525307,-11.67886,-22.828728,15243.22,-103510.0,293956.0,8.030043,155.71976,6.92192,0.8043951
cell91basal.abf,8,Burst,Parabolic,6.1046000000000005,75,0.08047027027027026,-45.078358,7.6155276,-57.322,35.744,5.534856,42.633312,-275.19296,-1.4497305,12197.885,-117899.99,326168.0,7.914205,152.72697,7.421747,-5.678899
cell91basal.abf,8,Burst,Parabolic,0.24029999999999951,2,0.021400000000000002,-45.228848,7.3458257,-52.819,30.303,6.732754,54.06906,-10.875727,-26.550146,12345.7,-75362.0,217027.0,7.136152,127.18852,6.990321,1.0683651
cell91basal.abf,8,Burst,Parabolic,2.8744999999999994,30,0.09664137931034483,-44.52621,6.9592795,-55.164,33.586,6.3790255,52.948715,-127.99793,-3.263535,11265.206,-81000.01,288332.0,8.174976,158.3503,4.784044,0.722071
cell91basal.abf,8,Burst,Parabolic,2.260399999999999,21,0.10566,-44.212906,6.596786,-53.038,28.864,6.500556,55.57702,-99.94552,-4.025839,10194.299,-71301.2,238920.02,8.139288,159.84824,6.7830925,1.0364292
cell91basal.abf,8,Burst,Parabolic,1.8949999999999996,12,0.15151818181818183,-43.749176,5.200969,-50.755,26.55,8.61362,91.59404,-82.911446,-0.95673156,8409.057,-66610.0,198579.02,8.850181,201.39421,7.07609,1.075443
cell91basal.abf,8,Non-burst,Non-burst,0.45040000000000013,0,0.0,-54.295555,4.9693933,-60.918,35.744,6.2708125,91.63756,-24.463564,7.011545,7295.748,-86000.0,301775.0,22.267729,933.89435,9.568239,2.3742514
cell91basal.abf,8,Non-burst,Non-burst,1.8782999999999994,2,1.0375,-48.884033,4.035237,-55.759,32.711,5.228851,78.36535,-91.82231,-39.941967,4733.4917,-82557.99,309290.03,19.626698,1267.5806,8.932759,2.1862278
cell98basal.abf,9,Burst,Other,1.1001000000000012,10,0.09735555555555556,-65.64772,8.924085,-79.338,41.311,5.2170687,50.082546,-72.229614,-1.648941,19409.709,-214843.0,425610.03,7.1621923,193.5658,4.0173507,7.5498066
cell98basal.abf,10,Burst,Parabolic,0.45529999999999937,2,0.1392,-66.281715,7.5252757,-78.963,42.218,5.9991183,70.16641,-30.18098,-57.366005,15824.76,-192325.4,431866.0,9.020411,315.9091,4.0053153,7.521379
cell98basal.abf,10,Burst,Parabolic,1.2789000000000001,9,0.12595,-65.37544,8.111172,-79.682,40.685,5.440211,58.236774,-83.61925,0.3424916,17298.01,-215156.0,409982.0,7.9564886,245.31802,4.03295,7.550571
cell98basal.abf,11,Burst,Other,1.028,6,0.14932,-65.89675,7.737493,-79.682,42.468,5.7023973,64.98845,-67.75246,-4.593385,16350.359,-203900.0,402480.03,8.223326,263.10974,4.0485506,7.568387
cell98basal.abf,13,Burst,Parabolic,0.7241999999999997,4,0.14256666666666665,-66.26822,7.5834274,-79.275,42.186,6.1841416,72.31659,-47.994682,-27.164774,16561.78,-205771.02,429684.03,8.751057,292.60764,4.0734563,7.5229588
cell98basal.abf,13,Burst,Parabolic,1.4336000000000002,8,0.14385714285714288,-65.33266,7.4518867,-79.213,40.623,5.9380746,70.51363,-93.67146,0.37109375,15697.585,-202331.02,419990.03,9.180894,303.86398,4.056877,7.564557
cell98basal.abf,14,Burst,Parabolic,0.3920999999999992,2,0.14019999999999996,-66.29737,8.032613,-80.12,42.03,5.6647787,62.461426,-25.998198,-61.507607,17361.438,-205456.02,435310.0,8.095291,269.30508,4.020504,7.5316033
cell98basal.abf,14,Burst,Parabolic,0.8586999999999989,4,0.1413333333333333,-65.71466,7.169108,-79.182,41.592,6.204816,77.23207,-56.43305,-6.7738323,15237.315,-202641.89,393098.0,9.170568,309.07275,4.07107,7.543417
cell98basal.abf,15,Burst,Other,1.0954999999999995,8,0.10224285714285716,-66.07007,8.187727,-79.432,43.156,5.5627227,58.369728,-72.382355,-31.518007,17515.723,-202336.02,436250.0,7.622842,237.3459,4.0275154,7.566456
cell98basal.abf,16,Burst,Other,0.4737999999999998,2,0.1287,-66.03419,7.4290166,-79.182,41.342,6.406155,76.69006,-31.29767,-2.7058094,15861.248,-199827.02,399034.0,9.142229,306.76807,4.0660324,7.5553093
